Products - Southlake,,,,Qty,Amount,,"% Cat
Sales",,,,"% Total
Sales"
710-079: UNICORN MINI GEL PEN SET,,,,1,$5.50 ,,0.16%,,,,0.00%
710-100: UNICORN GEL PENS PDQ - 20 PC,,,,5,$82.00 ,,2.36%,,,,0.02%
710-103: HEART STACKABLE MARKERS PDQ - 20 PC,,,,10,$57.70 ,,1.66%,,,,0.01%
710-105: SPORTS STACKABLE MARKERS PDQ - 20 PC,,,,5,$30.00 ,,0.86%,,,,0.01%
"83802: ""Diamond Fluffy Pens, 24pcs Assorted""",,,,12,$71.00 ,,2.04%,,,,0.02%
"83804: ""Butterfly Gem Fluffy Pens, 24pcs Assorted""",,,,10,$60.00 ,,1.73%,,,,0.01%
"83805: ""Prancing Unicorn Fluffy Pens, 24pcs Assorted""",,,,5,$30.00 ,,0.86%,,,,0.01%
,,Pens Sub-Total,,48,$336.20 ,,9.67%,,,,0.08%
Plush,,,,,,,,,,,
780-1501: POPCORN FURRY & FLEECE PLUSH,,,,2,$72.30 ,,2.08%,,,,0.02%
780-1677: POTATO CHIPS FLEECE PLUSH,,,,1,$36.30 ,,1.04%,,,,0.01%
780-1678: CEREAL FURRY SCENTED PLUSH,,,,1,$31.90 ,,0.92%,,,,0.01%
780-1680: JELLY BEANS INTERACTIVE PLUSH,,,,1,$35.20 ,,1.01%,,,,0.01%
780-1681: COOKIE TIME FLEECE PLUSH 1,,,,1,$36.30 ,,1.04%,,,,0.01%
780-1897: BOX OF DONUTS FLEECE PLUSH,,,,1,$36.30 ,,1.04%,,,,0.01%
780-2088: YUMMY GUMMY SCENTED PLUSH,,,,1,$36.30 ,,1.04%,,,,0.01%
780-2098: CHICKEN NUGGETS PLUSH,,,,1,$18.15 ,,0.52%,,,,0.00%
780-551: CELEBRATION CUPCAKE MICROBEAD SCENTED PLUSH,,,,1,$35.20 ,,1.01%,,,,0.01%
,,Plush Sub-Total,,10,$337.95 ,,9.72%,,,,0.08%
Re,,,,,,,,,,,
047162018108: Disco Ball,,,,1,$7.50 ,,0.22%,,,,0.00%
,,Re Sub-Total,,1,$7.50 ,,0.22%,,,,0.00%
Room Décor,,,,,,,,,,,
850020859474: Rainbow Lapdesk,,,,2,$70.00 ,,2.01%,,,,0.02%
850020859498: Unicorn Lap Desk,,,,3,$135.00 ,,3.88%,,,,0.03%
854: Unicorn World  - Watchitude LED Night Light,,,,1,$22.00 ,,0.63%,,,,0.01%
856: Watercolor Hearts - Watchitude LED Night Light,,,,2,$40.00 ,,1.15%,,,,0.01%
865-001: UNICORN NIGHT LIGHT,,,,3,$55.44 ,,1.59%,,,,0.01%
865-099: POM POM STRING LIGHTS,,,,4,$61.60 ,,1.77%,,,,0.01%
,,Room Décor Sub-Total,,15,$384.04 ,,11.04%,,,,0.09%
Tech,,,,,,,,,,,
745-063: UNICORN GLITTER HEADPHONES,,,,2,$39.60 ,,1.14%,,,,0.01%
,,Tech Sub-Total,,2,$39.60 ,,1.14%,,,,0.01%
,,Room Décor Sub-Total,,243,"$3,477.42 ",,,,,,0.83%
Salon Product,,,,,,,,,,,
Hair,,,,,,,,,,,
180551000206: Leave In Conditioner,,,,7,$159.40 ,,4.73%,,,,0.04%
3tAmi21114516: Os Deep Conditioner,,,,7,$208.68 ,,6.20%,,,,0.05%
3tAmi9262708: OS  scrumptious Baby Cream,,,,1,$14.30 ,,0.42%,,,,0.00%
655222274410: Johnny B Dope,,,,3,$48.95 ,,1.45%,,,,0.01%
736658544022: Belle Wet Brush,,,,2,$31.90 ,,0.95%,,,,0.01%
8127290030: Rosemary Repel Styling Gel 8 oz,,,,1,$14.99 ,,0.45%,,,,0.00%
850712001051: Curly Hair Custard,,,,5,$175.00 ,,5.20%,,,,0.04%
850712001556: Curl Enhancer 8oz,,,,1,$16.00 ,,0.48%,,,,0.00%
850712001563: Curl Enhancer Gel,,,,2,$70.00 ,,2.08%,,,,0.02%
894982002066: Glitter Gum Gel,,,,11,$166.00 ,,4.93%,,,,0.04%
894982002080: Glop & Glam Creamsicle Detangler,,,,5,$73.10 ,,2.17%,,,,0.02%
894982002288: Glop & Glam Cake Batter Cond. 25,,,,3,$99.90 ,,2.97%,,,,0.02%
894982002295: Glop & Glam Apple Shampoo 25,,,,2,$65.90 ,,1.96%,,,,0.02%
894982002325: Glop & Glam Cake Batter Cond. 10.7,,,,4,$64.00 ,,1.90%,,,,0.02%
894982002332: Glop & Glam Apple Shampoo 10.7,,,,1,$16.00 ,,0.48%,,,,0.00%
894982002349: Glop & Glam Blueberry Shampoo 10.7,,,,1,$16.00 ,,0.48%,,,,0.00%
894982002417: Glop & Glam Coconut Dream Cond.,,,,3,$48.00 ,,1.43%,,,,0.01%
894982002424: Glop & Glam Blueberry Shampoo 25,,,,3,$46.50 ,,1.38%,,,,0.01%
CQPOO12: Fairy Tales Hydrating Curly Sampoo,,,,4,$56.00 ,,1.66%,,,,0.01%
OS-001-NAT-004-NSP: Natural Shampoo 4oz,,,,2,$36.00 ,,1.07%,,,,0.01%
OS-001-NAT-012-NSP: Natural Shampoo 12oz,,,,15,$350.00 ,,10.39%,,,,0.08%
OS-001-NAT-033-NSP-CX: Os Natural Shampoo,,,,1,$21.29 ,,0.63%,,,,0.01%
os-002: Luscious Island Island Bliss Shampoo 8 oz,,,,1,$19.95 ,,0.59%,,,,0.00%
OS-002-NAT-012-DPC: Deep Conditioner 12oz,,,,14,$323.94 ,,9.62%,,,,0.08%
OS-005-CLS-012-CCC-CX: OS natural Curl Calmer,,,,7,$170.00 ,,5.05%,,,,0.04%
OS-005-NAT-004-NCC: Curler Calmer 4oz,,,,22,$394.00 ,,11.70%,,,,0.09%
OS-005-NAT-012-MDT: Miracle Detangler 12oz,,,,25,$630.50 ,,18.72%,,,,0.15%
OS9: Styling Balm 2 oz,,,,2,$32.00 ,,0.95%,,,,0.01%
,,Hair Sub-Total,,155,"$3,368.30 ",,100.00%,,,,0.80%
,,Salon Product Sub-Total,,155,"$3,368.30 ",,,,,,0.80%
Shampoo,,,,,,,,,,,
Combination,,,,,,,,,,,
5656: Multi -Tasker Spray,,,,1,$13.99 ,,14.73%,,,,0.00%
,,Combination Sub-Total,,1,$13.99 ,,14.73%,,,,0.00%
Normal,,,,,,,,,,,
812729001110: Lice Good Bye,,,,2,$40.00 ,,42.11%,,,,0.01%
850712001419: Fuzzy 16ox,,,,2,$20.00 ,,21.05%,,,,0.00%
896364002428: OlaPlex,,,,1,$21.00 ,,22.11%,,,,0.00%
,,Normal Sub-Total,,5,$81.00 ,,85.27%,,,,0.02%
,,Shampoo Sub-Total,,6,$94.99 ,,,,,,0.02%
Spa,,,,,,,,,,,
Hair,,,,,,,,,,,
"842817016764: ""Stylish Me Hair Accessories, Caticorn""",,,,2,$20.00 ,,0.25%,,,,0.00%
"842817090863: ""Stylish Me Hair Accessories, Rainbow""",,,,3,$31.40 ,,0.23%,,,,0.00%
"842817090863: ""Stylish Me Hair Accessories, Rainbow""",,,,-1,($13.20),,,,,,
880-100: WHITE UNICORN HAIR BRUSH,,,,11,$88.10 ,,1.12%,,,,0.02%
880-196: STARS HAIRBRUSH,,,,3,$26.40 ,,0.34%,,,,0.01%
GMspray: Glitter Spray,,,,16,$79.20 ,,0.94%,,,,0.02%
GMspray: Glitter Spray,,,,-1,($4.95),,,,,,
SNSHairShot: SnS Hair Shot,,,,31,$372.00 ,,4.73%,,,,0.09%
,,Hair Sub-Total,,64,$598.95 ,,7.62%,,,,0.14%
Makeup,,,,,,,,,,,
815-049: BE HAPPY TODAY LIP GLOSS,,,,1,$3.59 ,,0.05%,,,,0.00%
"842817028965: ""Petite Boutique, Glow in the Dark""",,,,2,$30.30 ,,0.39%,,,,0.01%
"842817029009: ""Magical Glow, Glow in the Dark""",,,,1,$4.95 ,,0.06%,,,,0.00%
"EAG0102: ""Easy A Hair and Body Glitter - Gold, 5 oz""",,,,1,$11.00 ,,0.14%,,,,0.00%
KGT0102: Klee 4-PC Starter Makeup Kit - Glorious Afternoon,,,,3,$82.50 ,,1.05%,,,,0.02%
KKM0207: Rock Star 4-PC Natural Play Makeup Kit with Loose Powder Mak,,,,1,$25.30 ,,0.32%,,,,0.01%
KKM0208: PomPom Fairy 4-PC Natural Play Makeup Kit with Loose Powder,,,,2,$42.00 ,,0.53%,,,,0.01%
KKM0301: Queen Fairy 6-PC Natural Play Makeup Kit with Loose Powder M,,,,1,$18.15 ,,0.23%,,,,0.00%
KKM8203: Strawberry Fairy 4-PC Natural Play Makeup Kit with Preessed,,,,2,$42.00 ,,0.53%,,,,0.01%
KKM8204: Mermaid Star 4-PC Natural Play Makeup Kit with Pressed Powde,,,,1,$30.80 ,,0.39%,,,,0.01%
KKM8206: Lollipop Star 4-PC Natural Play Makeup Kit with Pressed Powd,,,,1,$28.00 ,,0.36%,,,,0.01%
,,Makeup Sub-Total,,16,$318.59 ,,4.05%,,,,0.08%
Mask,,,,,,,,,,,
852452008505: 9021 - Glow,,,,5,$37.50 ,,0.48%,,,,0.01%
880-319: ZEBRA REVERSIBLE EYE MASK & SCRUNCHIE SET,,,,2,$24.20 ,,0.31%,,,,0.01%
880-355: UNICORN DREAMS EYE MASK,,,,4,$48.00 ,,0.61%,,,,0.01%
,,Mask Sub-Total,,11,$109.70 ,,1.40%,,,,0.03%
Nails,,,,,,,,,,,
815-059: MAGICAL UNICORN NAIL POLISH SET,,,,2,$19.80 ,,0.25%,,,,0.00%
815-092: CHEERFUL CLOUDS NAIL STICKERS,,,,13,$84.00 ,,1.07%,,,,0.02%
815-102: TIE DYE NAIL STICKERS,,,,1,$6.60 ,,0.08%,,,,0.00%
842817029139: Glow in the Dark Glamour Nails,,,,1,$8.80 ,,0.11%,,,,0.00%
"842817029146: ""Dazzle Nails, Glow in the Dark""",,,,10,$71.50 ,,0.91%,,,,0.02%
842817029153: Glow in the Dark Fancy Me,,,,4,$44.00 ,,0.56%,,,,0.01%
842817029191: Glow like a Star Nail Art,,,,7,$84.60 ,,1.08%,,,,0.02%
"87704: ""Unicorn Nail Stickers, 50pcs""",,,,6,$22.00 ,,0.28%,,,,0.01%
"87705: ""Superhero Nail Stickers, 50pcs""",,,,4,$16.00 ,,0.20%,,,,0.00%
,,Nails Sub-Total,,48,$357.30 ,,4.54%,,,,0.08%
Spa,,,,,,,,,,,
880-042: UNICORN FURRY EYE MASK,,,,4,$48.30 ,,0.61%,,,,0.01%
MYOBathS: MYO Bath Salt,,,,269,"$1,691.40 ",,21.44%,,,,0.40%
MYOBathS: MYO Bath Salt,,,,-1,($6.00),,,,,,
MYOBS: MYO Bath Salts,,,,57,$362.00 ,,4.60%,,,,0.09%
MYOGL: MYO Glitter,,,,108,$695.60 ,,8.70%,,,,0.16%
MYOGL: MYO Glitter,,,,-2,($12.00),,,,,,
MYOLG: MYO Lipgloss,,,,94,$619.00 ,,7.80%,,,,0.15%
MYOLG: MYO Lipgloss,,,,-1,($6.00),,,,,,
MYOLO: MYO Lotion,,,,78,$527.40 ,,6.71%,,,,0.13%
MYOSS: MYO Sugar Scrub,,,,182,"$1,225.20 ",,15.58%,,,,0.29%
snsbathbomb: SnS Bath Bomb,,,,161,$835.75 ,,10.63%,,,,0.20%
,,Spa Sub-Total,,949,"$5,980.65 ",,76.08%,,,,1.42%
Tattoo,,,,,,,,,,,
815-018: FACE PAINT CRAYON SET,,,,6,$42.50 ,,0.54%,,,,0.01%
87601: Butterfly Fairy Face Stickers,,,,4,$16.00 ,,0.20%,,,,0.00%
87605: Unicorn Fairy Face Stickers,,,,10,$40.00 ,,0.51%,,,,0.01%
87651: Face Crystals - Ocean Mermaid Set,,,,11,$44.00 ,,0.56%,,,,0.01%
87652: Face Crystals - Multi Pack Set,,,,6,$24.00 ,,0.31%,,,,0.01%
87653: Face Crystals - Pink Unicorn Set,,,,6,$24.00 ,,0.31%,,,,0.01%
87654: Face Crystals - Hearts Set,,,,11,$44.00 ,,0.56%,,,,0.01%
"97453: ""Unicorn Temporary Tattoos, 18pcs""",,,,2,$8.00 ,,0.10%,,,,0.00%
,,Tattoo Sub-Total,,56,$242.50 ,,3.08%,,,,0.06%
Wrap,,,,,,,,,,,
810015131169: Tye Die Spa Wrap,,,,2,$35.75 ,,0.12%,,,,0.00%
810015131169: Tye Die Spa Wrap,,,,-1,($26.00),,,,,,
810015133392: Tye Dye Spa Wrap 2,,,,2,$52.00 ,,0.66%,,,,0.01%
810080650961: Lovely Leopard Spa Wrap,,,,3,$96.00 ,,1.22%,,,,0.02%
810080653771: Playful Heart Spa Wrap,,,,2,$64.00 ,,0.81%,,,,0.02%
820-1654M-L: PINK ZEBRA SPA WRAP,,,,1,$32.00 ,,0.41%,,,,0.01%
,,Wrap Sub-Total,,9,$253.75 ,,3.23%,,,,0.06%
,,Spa Sub-Total,,"1,153","$7,861.44 ",,,,,,1.87%
Styling Products,,,,,,,,,,,
Curl Enhancing,,,,,,,,,,,
fgdt: FT curly q styling gel,,,,1,$13.99 ,,2.85%,,,,0.00%
,,Curl Enhancing Sub-Total,,1,$13.99 ,,2.85%,,,,0.00%
Hairspray,,,,,,,,,,,
ANYCOLOR: Glitter Hair Spray,,,,100,$460.52 ,,93.89%,,,,0.11%
,,Hairspray Sub-Total,,100,$460.52 ,,93.89%,,,,0.11%
Wax & Pomade,,,,,,,,,,,
655222274403: Street Cream,,,,1,$16.00 ,,3.26%,,,,0.00%
,,Wax & Pomade Sub-Total,,1,$16.00 ,,3.26%,,,,0.00%
,,Styling Products Sub-Total,,102,$490.51 ,,,,,,0.12%
Toy,,,,,,,,,,,
Slime,,,,,,,,,,,
AS003: Aurora Sky,,,,2,$8.00 ,,0.27%,,,,0.00%
CF003: Coral Reef,,,,3,$12.00 ,,0.41%,,,,0.00%
DO020: Dino Scales,,,,4,$52.00 ,,1.76%,,,,0.01%
EF003: Eternal Flame,,,,4,$16.40 ,,0.56%,,,,0.00%
FD020: Flower Finds,,,,2,$36.00 ,,1.22%,,,,0.01%
FT020: The Amazing Prediction Putty,,,,4,$54.00 ,,1.83%,,,,0.01%
"HY020: ""Present Surprise Hide Inside 4"""" Tin""",,,,2,$34.00 ,,1.15%,,,,0.01%
II020: Invisible Ink,,,,5,$63.94 ,,2.16%,,,,0.02%
LP020: Lily Pond,,,,1,$16.50 ,,0.56%,,,,0.00%
MH003: Moon Light,,,,1,$4.40 ,,0.15%,,,,0.00%
MT020: Mystifying Mermaid,,,,2,$26.40 ,,0.89%,,,,0.01%
MX020: Mixed Emotions,,,,4,$66.00 ,,2.23%,,,,0.02%
SA003: Sun Beam,,,,3,$12.40 ,,0.42%,,,,0.00%
SF003: Super Fly,,,,4,$17.20 ,,0.58%,,,,0.00%
SI003: Super Star,,,,5,$20.80 ,,0.70%,,,,0.00%
,,Slime Sub-Total,,46,$440.04 ,,14.90%,,,,0.10%
Toy,,,,,,,,,,,
019649234349: Nee Doh Groovy Glob,,,,7,$36.00 ,,1.22%,,,,0.01%
019649235247: Snow Ball,,,,8,$80.00 ,,2.71%,,,,0.02%
019649235391: NeeDoh Cool Cats,,,,30,$322.70 ,,10.11%,,,,0.07%
019649235391: NeeDoh Cool Cats,,,,-2,($24.00),,,,,,
019649237302: NeeDoh Magma,,,,10,$98.40 ,,3.33%,,,,0.02%
019649237494: Hairball Kitty,,,,3,$23.00 ,,0.78%,,,,0.01%
019649519415: NeeDoh Booper,,,,4,$28.00 ,,0.95%,,,,0.01%
019649519491: Mermaid Dohzee,,,,5,$76.00 ,,2.57%,,,,0.02%
019649519729: Doh Nut NeeDoh,,,,59,$545.70 ,,18.48%,,,,0.13%
019649520008: Dit It Pig NeeDoh,,,,11,$70.00 ,,2.37%,,,,0.02%
019649520114: FUNKY PUP NEE DOH,,,,10,$62.75 ,,2.12%,,,,0.01%
5055166355377: Rainbow Fairy Enchanted Magnetic Play Scene,,,,1,$6.74 ,,0.23%,,,,0.00%
732396430030: Crocodile Creek Puzzle Dino,,,,2,$12.00 ,,0.41%,,,,0.00%
732396430047: Crocodile Creek Puzzle Unicorn,,,,1,$12.00 ,,0.41%,,,,0.00%
787909422064: Care Bear Stickers,,,,5,$40.00 ,,1.35%,,,,0.01%
810066952812: Hearts Thinking Putty,,,,2,$8.00 ,,0.27%,,,,0.00%
850020859641: Unicorn Voice Changer,,,,6,$132.00 ,,4.47%,,,,0.03%
850020859740: Rainbow Wiggle Wobble Splashy Sprinkler,,,,5,$96.60 ,,3.27%,,,,0.02%
850600007073: Hello on the Go - Kit,,,,1,$5.00 ,,0.17%,,,,0.00%
850600007318: Rainbow on the go - kit,,,,1,$8.00 ,,0.27%,,,,0.00%
850600007332: Geo on the Go - Kit,,,,1,$8.00 ,,0.27%,,,,0.00%
850600007394: Magical Meadow On the Go - Kit,,,,1,$8.00 ,,0.27%,,,,0.00%
879426007838: Chalk Crayons,,,,1,$3.75 ,,0.13%,,,,0.00%
885561521382: Baby Shark Mashems,,,,2,$12.00 ,,0.41%,,,,0.00%
Goodybag: Goody Bag,,,,143,$885.00 ,,28.54%,,,,0.20%
Goodybag: Goody Bag,,,,-7,($42.00),,,,,,
,,Toy Sub-Total,,310,"$2,513.64 ",,85.10%,,,,0.60%
,,Toy Sub-Total,,356,"$2,953.68 ",,,,,,0.70%
Toys,,,,,,,,,,,
Dolls,,,,,,,,,,,
008421902880: Classic TY,,,,2,$28.00 ,,0.28%,,,,0.01%
,,Dolls Sub-Total,,2,$28.00 ,,0.28%,,,,0.01%
Plush,,,,,,,,,,,
008421023097: Disney Princess 3,,,,19,$399.00 ,,3.82%,,,,0.09%
008421023097: Disney Princess 3,,,,-1,($11.00),,,,,,
008421023110: Disney Princess 2,,,,18,$378.00 ,,3.72%,,,,0.09%
008421023127: Disney Princess 1,,,,7,$147.00 ,,1.45%,,,,0.03%
008421352531: TY BB Clip-on 15,,,,6,$30.00 ,,0.30%,,,,0.01%
008421353026: TY BB Clip-on 5,,,,1,$6.00 ,,0.06%,,,,0.00%
008421353095: TY BB Clip-on 17,,,,1,$6.00 ,,0.06%,,,,0.00%
008421353101: TY BB Clip-on 8,,,,1,$6.00 ,,0.06%,,,,0.00%
008421353118: TY BB Clip-on 16,,,,1,$6.00 ,,0.06%,,,,0.00%
008421362622: Beanie Boo Sequins SM 4,,,,3,$33.00 ,,0.32%,,,,0.01%
008421362646: Beanie Boo Sequins SM 2,,,,1,$11.00 ,,0.11%,,,,0.00%
008421365050: TY BB Clip-on 56,,,,2,$9.90 ,,0.10%,,,,0.00%
008421366729: Beanie Boo Sequins SM 17,,,,1,$11.00 ,,0.11%,,,,0.00%
008421366750: Beanie Boo Sequins SM 11,,,,2,$22.00 ,,0.22%,,,,0.01%
008421368846: TY BB Clip-on 55,,,,2,$10.00 ,,0.10%,,,,0.00%
008421392049: Squish a Boos,,,,1,$20.00 ,,0.20%,,,,0.00%
008421393039: TY Scarlett,,,,2,$8.00 ,,0.08%,,,,0.00%
008421393046: Ty Tickle,,,,2,$8.00 ,,0.08%,,,,0.00%
008421425280: Munhkin,,,,3,$19.00 ,,0.19%,,,,0.00%
092943326026: Fancy Pals Cat,,,,1,$4.00 ,,0.04%,,,,0.00%
092943329010: Pearl Kitty,,,,5,$32.50 ,,0.32%,,,,0.01%
36368: TY ATLAS FOX BB SM,,,,15,$120.00 ,,1.18%,,,,0.03%
3tAmi20715358: TY BB Clip-on 57,,,,9,$52.00 ,,0.51%,,,,0.01%
3tAmi21721817: TY ATLAS FOX BB Med,,,,10,$140.00 ,,1.38%,,,,0.03%
550CAT: Huggy Squeeze w Beauty,,,,5,$90.00 ,,0.89%,,,,0.02%
HSSPLG: Huggy Squeeze Secret Pocket,,,,5,$90.00 ,,0.89%,,,,0.02%
PBJ0000: PBJ,,,,32,$281.00 ,,2.77%,,,,0.07%
TY 21017: Sea Sequins - small,,,,20,$191.00 ,,1.88%,,,,0.05%
TY011: TY BB Clip-on 30,,,,2,$10.00 ,,0.10%,,,,0.00%
TY012: TY BB Clip-on 24,,,,4,$20.00 ,,0.20%,,,,0.00%
TY019: TY BB Clip-on 42,,,,1,$5.00 ,,0.05%,,,,0.00%
TY020: TY BB Clip-on 45,,,,3,$15.00 ,,0.15%,,,,0.00%
TY02307: Disney Princess 4,,,,9,$189.00 ,,1.86%,,,,0.04%
TY02308: Disney Princess 5,,,,11,$231.00 ,,2.27%,,,,0.05%
TY02310: Disney Princess 6,,,,11,$231.00 ,,2.27%,,,,0.05%
TY023141: Sea Sequins - Med,,,,6,$96.00 ,,0.95%,,,,0.02%
TY026: TY BB Clip-on 37,,,,1,$5.00 ,,0.05%,,,,0.00%
TY248: TY BB Clip-on 35,,,,1,$5.00 ,,0.05%,,,,0.00%
TY254: TY BB Clip-on 36,,,,1,$5.00 ,,0.05%,,,,0.00%
TY274: TY BB Clip-on 31,,,,3,$15.00 ,,0.15%,,,,0.00%
TY279: TY BB Clip-on 41,,,,2,$10.00 ,,0.10%,,,,0.00%
TY315: TY BB Clip-on 53,,,,6,$29.90 ,,0.29%,,,,0.01%
TY35229: TY BB Clip-on 12,,,,4,$20.00 ,,0.20%,,,,0.00%
TY36780: Beanie Boo Sequins Med 13,,,,1,$16.00 ,,0.16%,,,,0.00%
TY36785: Beanie Boo Sequins Med 12,,,,2,$21.00 ,,0.21%,,,,0.00%
TY36796: Beanie Boo Sequins Med 4,,,,1,$16.00 ,,0.16%,,,,0.00%
TY50102: Beanie Boo Backpacks 1,,,,1,$8.50 ,,0.08%,,,,0.00%
TY51055: Beanie Boo Purse 6,,,,1,$8.00 ,,0.08%,,,,0.00%
TY52302: TY BB Clip-on 14,,,,3,$15.00 ,,0.10%,,,,0.00%
TY52302: TY BB Clip-on 14,,,,-1,($5.00),,,,,,
TY52319: TY BB Clip-on 13,,,,3,$14.00 ,,0.14%,,,,0.00%
TY558: TY BB Clip-on 38,,,,1,$5.00 ,,0.05%,,,,0.00%
TY601: TY BB Clip-on 43,,,,8,$40.00 ,,0.39%,,,,0.01%
TY616: TY BB Clip-on 46,,,,2,$10.00 ,,0.10%,,,,0.00%
TY619: TY BB Clip-on 44,,,,6,$28.75 ,,0.28%,,,,0.01%
TY9510712: Beanie Boo Purse 5,,,,3,$16.00 ,,0.16%,,,,0.00%
,,Plush Sub-Total,,270,"$3,199.55 ",,31.50%,,,,0.76%
Pop Its,,,,,,,,,,,
3tAmi21381277: Crazy Snaps - Fun Fidget,,,,5,$44.50 ,,0.44%,,,,0.01%
770-256: COTTON CANDY TIE DYE BALL POPPER,,,,1,$7.70 ,,0.08%,,,,0.00%
770-258: GLOW IN THE DARK BALL POPPER,,,,5,$38.50 ,,0.38%,,,,0.01%
"MP-KYGUM3: ""OMG! Mega Pop  Gummy Bear """"KEYCHAINS""""""",,,,13,$109.12 ,,1.07%,,,,0.03%
MPSPIN2: OMG MEGA Pop Tri Fidget Spinners,,,,22,$200.85 ,,1.98%,,,,0.05%
"MPStick2: ""MEGA POP """"2 Side Fidget Spinners""""""",,,,1,$10.00 ,,0.10%,,,,0.00%
POP-BRACE4: OMG POP FIDGETY ADJUSTABLE BRACELETS,,,,6,$28.80 ,,0.28%,,,,0.01%
POP-BRACEXMAS3: OMG POP FIDGETY HOLIDAY BRACELETS,,,,5,$15.00 ,,0.15%,,,,0.00%
POP-Flamingo: OMG POP FIDGETY FLAMINGO,,,,5,$44.60 ,,0.44%,,,,0.01%
"POP-GLITHRT: ""OMG POP FIDGETY  """"GLITTER"""" HEART""",,,,9,$78.76 ,,0.78%,,,,0.02%
"POP-KEY-ASST: ""OMG Pop Fidgety Keychains """"series 1""""""",,,,1,$7.70 ,,0.08%,,,,0.00%
POP-RAINBOW: OMG POP FIDGETY CLOUD rainbow,,,,11,$94.15 ,,0.93%,,,,0.02%
POP-RND-TDA: OMG POP FIDGETY TIE DYE ROUND A variety pack,,,,2,$19.80 ,,0.19%,,,,0.00%
POP-STAR: OMG POP FIDGETY SHOOTING STAR,,,,2,$19.80 ,,0.19%,,,,0.00%
SPN104: Streamline - Rainbow Poppits,,,,3,$19.00 ,,0.19%,,,,0.00%
,,Pop Its Sub-Total,,91,$738.28 ,,7.27%,,,,0.18%
Toys,,,,,,,,,,,
008421352104: Beanie Boo Keychain,,,,7,$35.00 ,,0.34%,,,,0.01%
008421362387: Holiday Beanie Boos,,,,2,$16.00 ,,0.16%,,,,0.00%
008421362394: Holiday Beanie Boo,,,,1,$8.00 ,,0.08%,,,,0.00%
008421362417: Holiday Ty,,,,2,$16.00 ,,0.16%,,,,0.00%
008421363780: Beanie Boos Karli,,,,14,$112.00 ,,1.10%,,,,0.03%
008421364886: Beanie Boos Nina,,,,5,$70.00 ,,0.69%,,,,0.02%
008421401703: Beanie Baby Kodi,,,,2,$14.00 ,,0.14%,,,,0.00%
008421412044: Beanie Boos Baboo,,,,1,$8.00 ,,0.08%,,,,0.00%
008421423033: Beanie Baby Catcher,,,,9,$72.00 ,,0.71%,,,,0.02%
019649210619: Butterfly Tea Set,,,,5,$96.00 ,,0.95%,,,,0.02%
019649213764: Butterfly Tea Set Basket,,,,3,$120.00 ,,1.18%,,,,0.03%
019649213771: Lady Bug Tea Set,,,,2,$36.50 ,,0.36%,,,,0.01%
019649227051: Groovy Glob Nee Doh,,,,21,$126.00 ,,1.24%,,,,0.03%
019649233960: Nee Doh Noodlies,,,,51,$387.40 ,,3.81%,,,,0.09%
019649234356: Unicorn Tea Set,,,,5,$112.00 ,,1.10%,,,,0.03%
019649235131: Crystal Squeeze Nee Doh,,,,37,$216.45 ,,2.13%,,,,0.05%
019649235186: SUPER Nee Doh,,,,16,$240.00 ,,2.36%,,,,0.06%
019649235223: Squeezy Peezy,,,,10,$60.50 ,,0.60%,,,,0.01%
019649235278: Nee Doh Glow In The Dark,,,,40,$231.00 ,,2.27%,,,,0.05%
019649235599: Stardust NeeDoh,,,,28,$265.00 ,,2.61%,,,,0.06%
019649235643: Nee Doh Bubble Glob,,,,15,$89.20 ,,0.88%,,,,0.02%
019649235650: Color Change Nee Doh,,,,56,$321.83 ,,3.17%,,,,0.08%
019649236268: Teenie Nee Doh,,,,26,$151.50 ,,1.49%,,,,0.04%
019649237159: Nee Doh Ramen Noodlies,,,,21,$149.85 ,,1.48%,,,,0.04%
019649237456: Nee Doh Dohjees,,,,14,$161.40 ,,1.59%,,,,0.04%
019649237524: Atomic Nee Doh squeeze,,,,13,$150.00 ,,1.48%,,,,0.04%
019649237593: Money Munchers,,,,2,$8.75 ,,0.09%,,,,0.00%
019649237609: 18 Teeny Groovy Nee Doh Globs,,,,20,$380.00 ,,3.74%,,,,0.09%
019649237746: Nee Doh Dohzee Groovy Glob,,,,2,$52.00 ,,0.51%,,,,0.01%
019649237753: Furry Nee Doh Dohzee,,,,2,$39.00 ,,0.38%,,,,0.01%
019649519484: Stickums NeeDoh,,,,10,$143.00 ,,1.41%,,,,0.03%
019649519545: Nee Doh Shrooms,,,,11,$54.00 ,,0.53%,,,,0.01%
019649519569: Marble Nee Doh,,,,10,$156.00 ,,1.54%,,,,0.04%
019649519705: Mac n' Squeeze,,,,8,$60.40 ,,0.59%,,,,0.01%
194356012425: Travel Dress Up Dolls,,,,2,$32.00 ,,0.32%,,,,0.01%
194356012449: PYO Light-Up Unicorn,,,,1,$17.00 ,,0.17%,,,,0.00%
194356043870: PYO Bunny Garden Stone,,,,5,$25.00 ,,0.25%,,,,0.01%
194356075352: Little Art Coloring Set,,,,12,$96.50 ,,0.95%,,,,0.02%
194356096623: Dinosaur Rock Art,,,,3,$14.00 ,,0.14%,,,,0.00%
194356126924: Dinosaur Sand Art,,,,2,$12.00 ,,0.12%,,,,0.00%
194356130624: Fairy Garden Rock Art,,,,2,$16.00 ,,0.16%,,,,0.00%
194356130631: Rainbow Rock Art,,,,1,$8.00 ,,0.08%,,,,0.00%
